user_name;user_id;accommodation_id;accommodation_name;accommodation_address;accommodation_city;accommodation_postal_code;accommodation_country;accommodation_type;distribution;max_guests;last_update
"Lerma-Domenech SRL";261;8037;"Villa Alma resort";"Paseo Ramírez, 200, 6º F";"Segura de la Sierra";92270;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":1}]}";12;"2020-12-03 10:06:03"
"Oliver de Pons S. de H.";948;8038;"Apartamento Encarnación ";"Travesía Dario, 5, Entre suelo 5º";"Vall Villa";05695;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";6;"2021-04-30 16:12:54"
"Córdova de Salcedo";606;8039;"Hostal Gabriel resort";"Passeig Iván, 83, 7º B";"Jurado de Arriba";87651;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":3}]}";25;"2020-07-15 00:58:51"
"Noriega de Mares";404;8040;"Casa rural Pablo park";"Paseo Benavides, 30, Entre suelo 4º";"Oliver de San Pedro";86621;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1}]}";7;"2021-10-26 15:56:19"
"Salvador, Montaño y Sotelo e Hijo";238;8041;"Villa Josefa park";"Avinguda Navarro, 41, 51º B";"Os De la Cruz";13897;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":2}]}";20;"2020-05-26 02:55:58"
"Reséndez y Ramírez e Hijos";360;8042;"Apartamento Rodrigo resort";"Rúa Jon, 45, 9º B";"San Correa Alta";02815;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2021-06-14 07:44:05"
Cardona-Rosas;212;8043;"Apartamento Lucas park";"Calle Iván, 8, Bajo 4º";"A Araña de San Pedro";65746;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2021-01-15 02:45:05"
"Asociación Rosado SA";20;8044;"Apartamento Miguel ";"Plaça Alva, 48, 40º E";"Ulloa Medio";85895;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2021-09-15 05:36:16"
"Feliciano-Navas S. de H.";796;8045;"Apartamento Aitor ";"Carrer Girón, 3, 2º C";"Gómez del Vallès";25994;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3}]}";7;"2021-07-13 17:13:36"
"Mojica, Barrios y Calvillo e Hijos";624;8046;"Apartamentos Mateo ";"Carrer Josefa, 2, 1º C";"A Urbina";78238;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";6;"2021-08-16 05:33:25"
"Reyes y Escobar";372;8047;"Villa Francisco Javier ";"Camino Verónica, 78, 2º E";"Vall Delgado del Puerto";14957;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1}]}";7;"2021-06-18 00:13:06"
"Cedillo y Marrero SA";471;8048;"Casa rural Irene ";"Calle Fajardo, 8, 8º";"A Apodaca";39460;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";7;"2021-11-08 13:37:33"
Corrales-Alcaráz;650;8049;"Villa Alejandra ";"Camino Blanca, 790, 86º F";"La Sisneros";91009;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2021-02-28 13:53:39"
"Peres-Armas SA";390;8050;"Villa José Antonio playa";"Calle Castaño, 57, 8º 7º";"La Martínez Baja";12433;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2021-03-29 04:51:33"
"Valladares y Ceja";89;8051;"Villa Teresa ";"Praza Centeno, 12, 0º B";"Os Pizarro Medio";11713;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":1}]}";6;"2020-09-19 04:47:13"
"Cabán y Galván SRL";707;8052;"Hotel Inés ";"Plaza Ainhoa, 4, 71º F";"Los González";15147;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":1}]}";14;"2021-07-24 07:21:08"
"Gestora Andrés";211;8053;"Apartamento Nicolás ";"Carrer Teresa, 1, 59º 6º";"San Rivas del Barco";75209;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2020-02-13 08:56:40"
"Cano de Valdivia y Flia.";631;8054;"Casa rural Miguel Ángel resort";"Avinguda Gerard, 87, 3º C";"As Pascual de Lemos";93883;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":2}]}";7;"2021-11-05 19:52:57"
"Otero y Arroyo e Hijos";805;8055;"Hotel Óscar playa";"Avinguda Baeza, 98, Ático 4º";"Arteaga del Barco";56016;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2019-11-18 08:30:59"
"Escudero y Miguel e Hija";158;8056;"Casa rural Lucía resort";"Avenida Villalba, 178, 2º A";"Os Gracia de San Pedro";03187;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2020-01-10 02:23:40"
"Castaño de Más e Hijo";897;8057;"Villa Jaime park";"Plaza Lemus, 4, 5º 2º";"Benavides de las Torres";44336;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2021-06-08 23:04:35"
"Mojica, Barrios y Calvillo e Hijos";624;8058;"Hotel Joel ";"Passeig Villegas, 470, 20º E";"Lucio del Puerto";13067;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-11-02 19:22:03"
Domingo-Más;937;8059;"Apartamentos Guillermo park";"Calle Ledesma, 974, 60º 1º";"Os Rojo del Vallès";45958;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-05-08 07:39:27"
"Bermúdez de Lozano SA";34;8060;"Villa Cristina resort";"Camino Luis, 169, 55º D";"L' Escobedo";29538;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2}]}";11;"2020-05-10 20:03:16"
"Córdova de Salcedo";606;8061;"Apartamento Natalia park";"Praza Luna, 937, 3º F";"Olivera del Barco";87075;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2020-06-21 17:47:24"
"Empresa Hernándes";339;8062;"Hostal Rosa María playa";"Camiño Guillermo, 7, 4º B";"Ocasio del Pozo";77472;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-04-11 05:44:24"
"Cotto de Arriaga";971;8063;"Hotel Alma playa";"Plaça Rubén, 39, 03º E";"San Redondo";31761;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2020-02-24 01:10:08"
"Abad y Calderón";365;8064;"Apartamento Mario playa";"Plaza Benítez, 94, 82º D";"Olvera del Bages";70579;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";7;"2020-07-07 23:29:07"
"Chavarría y Cantú";676;8065;"Hotel Rayan ";"Camiño Adam, 229, Entre suelo 5º";"Abeyta Baja";73565;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":2}]}";20;"2021-05-01 05:43:42"
"Corporación Rosario";825;8066;"Apartamento Pablo park";"Ruela Jan, 9, Bajos";"Cedillo del Vallès";41052;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2021-10-10 18:21:05"
Toro-Jurado;274;8067;"Apartamento Sonia playa";"Plaça Isabel, 26, 41º E";"San Porras";16908;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2019-11-21 06:37:55"
Córdoba-Santiago;472;8068;"Hotel Alejandro park";"Calle Santiago, 7, Bajos";"Las Arias";35703;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-01-15 09:08:53"
"Ontiveros, Calderón y Quezada e Hijos";275;8069;"Hostal Héctor ";"Camiño Mar, 52, 6º D";"Quiñónez de Lemos";03202;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-09-22 09:59:37"
"Macías de Meza";304;8070;"Hotel Bruno playa";"Passeig Canales, 92, 27º D";"Villa Blanco";31231;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2}]}";13;"2020-05-02 19:59:32"
"Santamaría de Montaño e Hijo";87;8071;"Hotel Isabel ";"Plaça Blanca, 1, 83º 4º";"Ramos del Mirador";12985;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1}]}";10;"2019-11-25 00:01:11"
"Collazo de Nazario";993;8072;"Hostal Jon playa";"Calle Jon, 459, Bajo 3º";"Villa Laboy de Lemos";55792;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2021-05-09 23:20:02"
"Rivero de Arellano";133;8073;"Villa Pedro resort";"Ronda Inés, 51, 1º D";"Toro Alta";98248;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";6;"2020-09-09 07:43:24"
"Grupo Román-Lorente";855;8074;"Villa Ignacio playa";"Carrer Yago, 5, 8º 4º";"Guardado de Ulla";42334;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2021-06-02 05:20:35"
"Centro Olvera-Guajardo";129;8075;"Apartamentos Eva resort";"Ruela Juárez, 420, 12º E";"San Villalobos de las Torres";77328;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2020-01-29 13:47:50"
"Sedillo-Quintanilla S. de H.";215;8076;"Apartamento Ana Isabel resort";"Carrer Eduardo, 9, 79º E";"El Arce";14613;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";7;"2020-01-08 22:07:17"
"Castro y Roca";732;8077;"Casa rural Miguel park";"Calle Sanz, 503, 67º B";"Villa Montenegro de Lemos";34735;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2020-10-11 03:24:03"
"Global Salvador-Grijalva";964;8078;"Apartamento Marcos ";"Camino Úrsula, 6, 8º A";"Saldaña de Lemos";32600;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3}]}";9;"2021-04-19 00:10:59"
"Corporación Hurtado S. de H.";492;8079;"Apartamentos Paula resort";"Praza Berta, 340, 13º B";"A Urbina del Bages";85403;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":3}]}";8;"2021-02-27 18:51:11"
"Vázquez-Padilla y Asoc.";225;8080;"Casa rural Joel ";"Travesía Briones, 929, Bajos";"Tórrez del Penedès";89691;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2020-03-20 12:50:55"
Pizarro-Santacruz;638;8081;"Apartamento Antonio resort";"Travesía Tello, 874, 2º B";"Echevarría Alta";45835;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2020-03-10 17:23:33"
"Rolón, Corrales y Ballesteros SRL";473;8082;"Casa rural Miguel resort";"Plaça Quintero, 44, 02º D";"Raya Medio";34614;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2020-12-31 15:13:22"
"Palomino y Robledo y Flia.";486;8083;"Casa rural Mateo resort";"Praza Pascual, 882, 10º F";"La Olivárez";59817;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2021-10-15 02:01:12"
"Naranjo y Casanova";61;8084;"Hostal José Manuel park";"Avenida Erik, 4, Bajos";"Solís de Ulla";40563;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1}]}";8;"2021-01-11 22:51:16"
Miranda-Garica;220;8085;"Apartamentos Mario resort";"Calle Riera, 8, 85º D";"Villa Alemán del Vallès";93532;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2021-09-21 20:10:38"
"Treviño de Pascual y Flia.";844;8086;"Casa rural Valentina playa";"Travesía Betancourt, 858, Bajo 2º";"Magaña de Lemos";42121;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-02-06 19:34:30"
"Global Villalpando";139;8087;"Hotel Alma ";"Camino Pedro, 76, 75º B";"Los Córdoba del Puerto";96998;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";10;"2020-12-11 15:55:44"
"Jaramillo-Pineda e Hijos";742;8088;"Hostal Rubén playa";"Paseo Rosado, 47, 21º D";"El Cadena";98151;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2}]}";5;"2021-05-23 00:17:26"
"Caldera de Mora";824;8089;"Apartamento Luis resort";"Ruela Lebrón, 26, 51º 2º";"Las Quiroz";58729;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-01-09 18:29:57"
Coronado-Riera;690;8090;"Hostal Luis resort";"Travesía Hidalgo, 525, 55º A";"Villa Agosto del Vallès";68859;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";9;"2021-04-05 07:52:08"
"Centro Sepúlveda y Asoc.";469;8091;"Apartamento Sofía resort";"Ronda Paola, 485, 2º F";"Vall Castellanos";28132;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-04-08 05:33:19"
"De la Torre y Olivas";71;8092;"Hotel Irene playa";"Carrer Pol, 55, 75º D";"Tejada del Bages";41022;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-03-14 12:57:15"
"Aguado de Montes e Hijos";251;8093;"Apartamentos Josefa ";"Camino Patricia, 1, 0º A";"La Beltrán";48933;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2021-01-14 03:37:33"
"Corporación Miramontes e Hija";913;8094;"Hostal Raquel park";"Ruela Montenegro, 6, 95º D";"O Mascareñas";64885;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2020-11-30 04:11:46"
"Beltrán de Rico y Flia.";177;8095;"Villa Inmaculada resort";"Paseo Fierro, 457, 3º 2º";"Niño del Vallès";06933;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-06-06 01:12:26"
"Gestora Alejandro S. de H.";500;8096;"Casa rural Iker playa";"Avenida Rayan, 14, 3º C";"As Regalado de Lemos";64928;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2020-08-12 01:30:54"
"Alicea y Alcala";75;8097;"Hotel Eduardo ";"Plaza Delvalle, 3, 1º F";"San Pascual";77212;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":3}]}";18;"2020-10-05 02:52:11"
"Raya de Casas";576;8098;"Apartamento Victoria playa";"Travessera Muñoz, 8, 4º";"San Ruelas del Pozo";81542;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2020-05-06 12:48:32"
Lozada-Barroso;116;8099;"Villa Nayara park";"Camino Leal, 1, 5º D";"Mares de Ulla";99483;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":1}]}";16;"2021-01-06 06:19:43"
"Viajes Andrés y Flia.";699;8100;"Villa César ";"Rúa Cuellar, 797, 55º A";"As Delatorre de Lemos";93488;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":1}]}";9;"2020-11-25 14:36:08"
Tamez-Molina;958;8101;"Casa rural Guillem resort";"Plaza Ocampo, 56, 8º C";"Vall Gámez";50022;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";4;"2020-02-28 01:06:20"
"Armendáriz-Díaz y Asoc.";797;8102;"Hostal Leire playa";"Carrer Carlos, 4, 8º D";"Benítez del Puerto";32836;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":2}]}";20;"2021-06-21 04:56:13"
"Alaniz-Tijerina y Asoc.";209;8103;"Villa Bruno ";"Ruela Delarosa, 197, Bajo 1º";"Os Baca de Arriba";45688;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";7;"2021-04-11 10:52:37"
"Pantoja de Rolón e Hijos";287;8104;"Apartamento Rafael resort";"Avenida Joel, 82, 3º E";"O Miranda del Puerto";73449;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2020-06-24 08:47:23"
"Valdés de Muñoz";506;8105;"Casa rural Juan José ";"Paseo Alexia, 46, 47º D";"Los Soriano";96252;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":3}]}";15;"2019-12-10 20:23:01"
"Asociación Castañeda";927;8106;"Apartamentos Guillermo ";"Calle Lucas, 47, Bajo 2º";"Castellano de Ulla";43642;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2021-04-12 08:15:31"
"Corporación Hurtado S. de H.";492;8107;"Villa Luis playa";"Plaça Nuria, 8, 16º D";"Heredia del Pozo";17716;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-08-10 13:13:22"
Toro-Jurado;274;8108;"Apartamentos Inés park";"Ronda Caballero, 8, 5º D";"Las Camacho de Ulla";05634;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":1}]}";7;"2020-06-01 03:01:51"
"Olivo de Requena";58;8109;"Hostal Marcos ";"Ruela Roig, 899, Bajos";"Badillo Alta";72615;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";8;"2020-06-19 00:29:07"
Delao-Andrés;22;8110;"Apartamento Ángel ";"Avinguda Emilia, 32, 1º A";"Villa Vélez";76220;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-05-14 04:13:18"
"Juan, Alarcón y Trejo S. de H.";55;8111;"Casa rural Gerard resort";"Avenida Alejandra, 288, 2º D";"Esteban de Ulla";92916;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2}]}";5;"2020-05-03 17:23:42"
"Casárez de Escobedo e Hijo";176;8112;"Hotel Ian playa";"Camino Escudero, 9, 5º D";"Urrutia del Bages";61073;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3}]}";8;"2020-12-19 15:47:23"
Tirado-Ledesma;434;8113;"Casa rural Jaime resort";"Travesía Diego, 81, 5º F";"Las Quezada Medio";87140;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";8;"2020-12-13 20:02:01"
"Almanza, Valencia y Mateos e Hijos";569;8114;"Casa rural Enrique ";"Paseo Almanza, 9, Ático 1º";"A Ortega";19049;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-02-20 23:41:45"
"Gestora Granados";766;8115;"Apartamentos Fátima ";"Travessera Viera, 2, 4º C";"L' Holguín";57776;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3}]}";15;"2020-02-02 23:59:27"
"Global Caballero";99;8116;"Villa Jimena ";"Passeig Úrsula, 190, 2º C";"Flores del Penedès";16678;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":1}]}";6;"2019-11-23 10:22:25"
"Palomino y Robledo y Flia.";486;8117;"Apartamento Naiara ";"Calle Eva, 1, 3º A";"Vall Ordoñez del Bages";11045;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-03-15 17:59:59"
"Llorente de Ramos S. de H.";198;8118;"Hostal Gerard playa";"Paseo Alejandro, 81, Entre suelo 6º";"Sánchez del Vallès";88169;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3}]}";11;"2021-09-06 14:26:15"
Caldera-Cantú;549;8119;"Hostal Pau playa";"Travessera Chapa, 397, 33º D";"A Gil";37503;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";3;"2021-08-06 14:47:52"
Lebrón-Garay;1;8120;"Apartamento Úrsula playa";"Carrer Ocasio, 21, 0º D";"Cobo del Bages";39864;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":1}]}";9;"2020-05-06 23:01:53"
"Cuesta, Luna y Ávalos SA";379;8121;"Villa Miguel Ángel playa";"Passeig Conde, 383, Bajo 9º";"O Mateos de las Torres";83022;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";4;"2020-04-12 12:07:59"
"Martí y Soler";103;8122;"Apartamentos Sergio park";"Passeig Trejo, 394, 0º A";"Bermejo del Penedès";64221;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2021-03-25 09:37:36"
"Gestora Delgadillo";906;8123;"Casa rural Iván park";"Plaça Mario, 3, 42º 9º";"Lorente Alta";91629;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2020-08-06 16:20:37"
"Roldán-Zúñiga SRL";962;8124;"Villa Josefa playa";"Passeig Joel, 31, 63º C";"Coronado del Bages";98611;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-11-01 21:49:06"
"Rolón, Corrales y Ballesteros SRL";473;8125;"Villa Sergio ";"Plaza Valencia, 43, 37º D";"Os Chávez de las Torres";15988;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";6;"2021-10-09 12:57:56"
"Galán-Cuevas y Asoc.";909;8126;"Apartamentos Manuel park";"Camino María Dolores, 9, 00º A";"Los Montes de Ulla";95009;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";5;"2020-03-12 15:55:41"
"Villaseñor y Ponce";32;8127;"Casa rural Biel park";"Ronda Malave, 4, Ático 2º";"Os Meza del Pozo";23366;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2020-12-31 10:12:17"
"Rojas de Casado SA";803;8128;"Villa Emilia ";"Avenida Diego, 8, 63º B";"Delafuente Baja";46868;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":3}]}";9;"2020-07-30 22:03:57"
"Centro Roig-Samaniego";104;8129;"Hostal Álvaro resort";"Praza Rentería, 12, 01º C";"Armijo de Lemos";57623;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3}]}";10;"2020-04-30 21:57:30"
"Centro Candelaria";934;8130;"Apartamentos Diana resort";"Travessera Aitana, 17, 3º A";"O Rueda";84748;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2020-09-11 00:51:40"
"Pereira-Mascareñas S. de H.";412;8131;"Apartamento Aaron park";"Avinguda Barreto, 3, 4º C";"As Zepeda";63295;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-08-06 07:24:37"
"Jáquez y Reyna e Hijo";566;8132;"Hostal Rubén playa";"Camino Ortega, 60, 40º C";"Parra de Lemos";13450;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";8;"2019-11-25 13:04:24"
Córdoba-Santiago;472;8133;"Apartamento Alonso ";"Travessera Villagómez, 82, 39º E";"L' Alfonso del Puerto";91071;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2020-03-30 15:07:21"
"Santillán y Serrano";760;8134;"Hotel Santiago park";"Rúa Verónica, 936, Ático 7º";"San Martín del Puerto";97487;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":2}]}";15;"2020-12-21 16:30:00"
Casanova-Peralta;555;8135;"Hotel Rocío park";"Rúa Andrea, 525, 9º D";"L' Conde";20892;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";11;"2021-10-17 08:04:19"
"Valladares de Jiménez";966;8136;"Apartamento Alberto ";"Passeig Barroso, 5, 41º F";"Villa Arellano";04636;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":1}]}";11;"2021-09-24 14:59:25"
"Nazario, Delvalle y Macías y Asoc.";295;8137;"Hostal Alexia playa";"Camino Requena, 29, 0º";"Sanabria del Vallès";84513;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-04-21 20:47:40"
"Corporación Soriano-Rico";541;8138;"Hotel Ignacio ";"Rúa Regalado, 26, 28º B";"Calvo del Pozo";71512;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";3;"2021-06-05 02:15:16"
"Ávalos de Paz";131;8139;"Casa rural Erik park";"Avenida Mendoza, 286, 3º B";"Villa Velázquez";31494;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":1}]}";8;"2020-04-23 03:14:18"
